Name,Ticker,Sector,Country,Market_Cap,Revenue,Beta,EBITDA,Free_Cash_Flow,Total_Debt,Total_Cash,Dividend_Yield,Revenue_Growth,ROE,Operating_Margin,Profit_Margin,Debt_to_Equity,Revenue_LC
SOPRA GROUP SA,SPSAF,Technology,France,4351444480.0,5671099904.0,0.936,1134219980.8,680531988.48,1087861120.0,435144448.0,0.0,0.08,0.12,0.15,0.1,50,5671099904.0
OLD MUTUAL PLC,ODMUF,Financial Services,South Africa,3093332480.0,5918384947.2,0.74,1183676989.44,710206193.6639999,773333120.0,309333248.0,0.0,0.08,0.12,0.15,0.1,50,107606999040.0
AEGIS GROUP PLC,AEGISVOPAK.NS,Energy,India,2919380484.096,85037721.60000001,,17007544.320000004,10204526.592,729845121.024,291938048.4096,0.0,0.08,0.12,0.15,0.1,50,85037721.60000001
METSO OYJ,METSO.HE,Industrials,Finland,14692587356.160002,5659200000.0,1.167,1131840000.0,679104000.0,3673146839.04,1469258735.6160002,0.0,0.08,0.12,0.15,0.1,50,5659200000.0
FAB INC.,FN,Technology,Cayman Islands,17438177280.0,3892506880.0,1.028,778501376.0,467100825.6,4359544320.0,1743817728.0,0.0,0.08,0.12,0.15,0.1,50,3892506880.0
MARKETAXESS HOLDINGS INC.,MKTX,Financial Services,United States,6700352000.0,846268032.0,0.96,169253606.4,101552163.84,1675088000.0,670035200.0,0.0,0.08,0.12,0.15,0.1,50,846268032.0
STEPSTONE ASA,STEP,Financial Services,United States,6986063872.0,1782752000.0,1.316,356550400.0,213930240.0,1746515968.0,698606387.2,0.0,0.08,0.12,0.15,0.1,50,1782752000.0
1&1 INTERNET AG,PMT.AX,Basic Materials,Canada,578324524.8000001,0.0,0.327,0.0,0.0,144581131.20000002,57832452.48000001,0.0,0.08,0.12,0.15,0.1,50,0.0
NASDAQ OMX CORPORATE SOLUTIONS INC.,NDAQ,Financial Services,United States,45536886784.0,8262000128.0,1.024,1652400025.6,991440015.36,11384221696.0,4553688678.400001,0.0,0.08,0.12,0.15,0.1,50,8262000128.0
ALSTOM SA,ALO.PA,Industrials,France,14660395130.88,20274840207.36,1.272,4054968041.472,2432980824.8832,3665098782.72,1466039513.0880003,0.0,0.08,0.12,0.15,0.1,50,20274840207.36
JUNGHEINRICH AG,JUN3.F,Industrials,Germany,3919493007.36,5915034685.440001,1.9,1183006937.088,709804162.2528,979873251.84,391949300.73600006,0.0,0.08,0.12,0.15,0.1,50,5915034685.440001
CALIX INC.,CALX,Technology,United States,3487467776.0,1000009984.0,1.521,200001996.8,120001198.08,871866944.0,348746777.6,0.0,0.08,0.12,0.15,0.1,50,1000009984.0
NORTHROP GRUMMAN CORPORATION,NOC,Industrials,United States,100525588480.0,41954000896.0,0.039,8390800179.200001,5034480107.52,25131397120.0,10052558848.0,0.0,0.08,0.12,0.15,0.1,50,41954000896.0
VIRTU FINANCIAL INC.,VIRT,Financial Services,United States,8270127104.0,2845300992.0,0.61,569060198.4,341436119.04,2067531776.0,827012710.4000001,0.0,0.08,0.12,0.15,0.1,50,2845300992.0
PERFORM GROUP PLC,PFGC,Consumer Defensive,United States,15444400128.0,62365798400.0,0.913,12473159680.0,7483895808.0,3861100032.0,1544440012.8000002,0.0,0.08,0.12,0.15,0.1,50,62365798400.0
CARE.COM INC.,EPC,Consumer Defensive,United States,1021458560.0,2231200000.0,0.628,446240000.0,267744000.0,255364640.0,102145856.0,0.0,0.08,0.12,0.15,0.1,50,2231200000.0
POWERTECH GROUP INC.,301369.SZ,Industrials,China,1287634145.2800002,44671683.84,0.385,8934336.768000001,5360602.0608,321908536.32000005,128763414.52800004,0.0,0.08,0.12,0.15,0.1,50,44671683.84
AUCTIONS INTERNATIONAL INC.,ACVA,Consumer Cyclical,United States,1149617792.0,735475008.0,1.628,147095001.6,88257000.96,287404448.0,114961779.2,0.0,0.08,0.12,0.15,0.1,50,735475008.0
E-COMMERCE INDUSTRIES INC.,002640.SZ,Consumer Cyclical,China,863778119.6800001,775403345.9200001,-0.219,155080669.18400002,93048401.5104,215944529.92,86377811.96800001,0.0,0.08,0.12,0.15,0.1,50,775403345.9200001
LEGRAND SA,LRC.F,Industrials,France,42430350458.880005,10239047516.16,0.889,2047809503.232,1228685701.9392,10607587614.72,4243035045.888001,0.0,0.08,0.12,0.15,0.1,50,10239047516.16
TMX GROUP INC.,X.TO,Financial Services,Canada,9239543480.32,1270728000.0,0.157,254145600.0,152487360.0,2309885870.08,923954348.032,0.0,0.08,0.12,0.15,0.1,50,1270728000.0
SECTRA AB,61L0.F,Healthcare,Sweden,3435415511.0400004,0.0,1.141,0.0,0.0,858853877.7600001,343541551.1040001,0.0,0.08,0.12,0.15,0.1,50,0.0
CURTISS-WRIGHT CORPORATION,CW,Industrials,United States,25336924160.0,3498372096.0,0.925,699674419.2,419804651.52,6334231040.0,2533692416.0,0.0,0.08,0.12,0.15,0.1,50,3498372096.0
ITRON INC.,ITRI,Technology,United States,4442733056.0,2408400896.0,1.43,481680179.2000001,289008107.52,1110683264.0,444273305.6,0.0,0.08,0.12,0.15,0.1,50,2408400896.0
INTELLIGENT COMMUNICATION ENTERPRISE CORPORATION,300058.SZ,Communication Services,China,9549988904.96,9306124943.36,1.444,1861224988.672,1116734993.2032,2387497226.24,954998890.4960002,0.0,0.08,0.12,0.15,0.1,50,9306124943.36
TAG IMMOBILIEN AG,TEG.DE,Real Estate,Germany,3381382748.1600003,1018718622.72,1.319,203743724.54400003,122246234.7264,845345687.0400001,338138274.81600004,0.0,0.08,0.12,0.15,0.1,50,1018718622.72
RHB CAPITAL BHD,RHBAF,Financial Services,Malaysia,5291213312.0,0.0,0.0,0.0,0.0,1322803328.0,529121331.2000001,0.0,0.08,0.12,0.15,0.1,50,0.0
MATTEL INC.,MAT,Consumer Cyclical,United States,5535396352.0,5347599872.0,0.686,1069519974.4,641711984.64,1383849088.0,553539635.2,0.0,0.08,0.12,0.15,0.1,50,5347599872.0
TVN SA,TVN.AX,Basic Materials,Australia,649115723.52,45540.0,0.984,9108.0,5464.8,162278930.88,64911572.352,0.0,0.08,0.12,0.15,0.1,50,45540.0
MASA GROUP SA,MSN11.BK,Industrials,Vietnam,136639012864.0,0.0,1.001,0.0,0.0,34159753216.0,13663901286.400002,0.0,0.08,0.12,0.15,0.1,50,0.0
NETSCOUT SYSTEMS INC.,NSZ.F,Technology,United States,1996930022.4,930348702.72,0.643,186069740.54400003,111641844.3264,499232505.6,199693002.24,0.0,0.08,0.12,0.15,0.1,50,930348702.72
SILICON GRAPHICS INTERNATIONAL CORPORATION,SGI,Consumer Cyclical,United States,18832916480.0,6816000000.0,1.281,1363200000.0,817920000.0,4708229120.0,1883291648.0,0.0,0.08,0.12,0.15,0.1,50,6816000000.0
HTC CORPORATION,HTCI.NE,Industrials,Japan,43391716966.4,50177944949.09645,0.379,10035588989.81929,6021353393.891573,10847929241.6,4339171696.64,0.0,0.08,0.12,0.15,0.1,50,7602718931681.28
FINANCIAL SOFTWARE SYSTEMS INC.,A9F.F,Technology,United Kingdom,678987532.8000001,129708000.0,-0.042,25941600.000000004,15564960.000000002,169746883.20000002,67898753.28000002,0.0,0.08,0.12,0.15,0.1,50,129708000.0
PRA INTERNATIONAL INC.,PRA,Financial Services,United States,1255264128.0,1120385024.0,0.051,224077004.8,134446202.88,313816032.0,125526412.8,0.0,0.08,0.12,0.15,0.1,50,1120385024.0
PICS INC.,PICS,Technology,Brazil,1771461760.0,1810018099.2,,1810018099.2,1086010859.52,442865440.0,177146176.0,0.0,0.08,0.12,0.15,0.1,50,9050090496.0
HEIDELBERGER DRUCKMASCHINEN AG,HDD.F,Industrials,Germany,511885198.08,2833520475.340801,1.676,519912013.8240001,311947208.29440004,127971299.52,51188519.808000006,0.0,0.08,0.12,0.15,0.1,50,2599560069.1200004
LOGWIN AG,TGHN.F,Industrials,Luxembourg,898081067.5200001,1610432271.36,0.113,322086454.272,193251872.5632,224520266.88000005,89808106.75200002,0.0,0.08,0.12,0.15,0.1,50,1610432271.36
GENTING MALAYSIA BHD,GMALF,Consumer Cyclical,Malaysia,3133127680.0,2551957872.64,0.331,2319961702.4,1391977021.44,783281920.0,313312768.0,0.0,0.08,0.12,0.15,0.1,50,11599808512.0
SYSTEX CORPORATION,7819.TWO,Technology,Taiwan,665889443.84,14966458.752,,2993291.7504000003,1795975.05024,166472360.96,66588944.384,0.0,0.08,0.12,0.15,0.1,50,14966458.752
ILLINOIS TOOL WORKS INC.,ITW,Industrials,United States,86365618176.0,16044000256.0,1.159,3208800051.2000003,1925280030.72,21591404544.0,8636561817.6,0.0,0.08,0.12,0.15,0.1,50,16044000256.0
KT CORPORATION,KT,Communication Services,South Korea,11345281024.0,20981102936.064,0.085,4196220587.2128005,2517732352.32768,2836320256.0,1134528102.4,0.0,0.08,0.12,0.15,0.1,50,27974803914752.0
NIO INC.,NIO,Consumer Cyclical,China,12453647360.0,10155696947.2,1.124,14508138496.0,8704883097.6,3113411840.0,1245364736.0,0.0,0.08,0.12,0.15,0.1,50,72540692480.0
PASON SYSTEMS INC.,3PS.F,Energy,Canada,655405102.08,451638720.0,0.649,90327744.0,54196646.4,163851275.52,65540510.208,0.0,0.08,0.12,0.15,0.1,50,451638720.0
HSBC HOLDINGS PLC,HSBC,Financial Services,United Kingdom,295597375488.0,57976000512.0,0.444,11595200102.400002,6957120061.44,73899343872.0,29559737548.800003,0.0,0.08,0.12,0.15,0.1,50,57976000512.0
CSR PLC,CSR,Real Estate,United States,1116300928.0,273449984.0,0.798,54689996.8,32813998.08,279075232.0,111630092.8,0.0,0.08,0.12,0.15,0.1,50,273449984.0
MONEX GROUP INC.,NNL.F,Financial Services,Japan,1069602762.24,566041632.178176,0.002,113208326.43563521,67924995.86138113,267400690.56000003,106960276.22400002,0.0,0.08,0.12,0.15,0.1,50,85763883663.36
SAFRAN SA,SAF.PA,Industrials,France,153346831810.56,33684120207.36,0.894,6736824041.472,4042094424.8832,38336707952.64,15334683181.056,0.0,0.08,0.12,0.15,0.1,50,33684120207.36
CME GROUP INC.,CME,Financial Services,United States,109085523968.0,6520600064.0,0.28,1304120012.8000002,782472007.68,27271380992.0,10908552396.8,0.0,0.08,0.12,0.15,0.1,50,6520600064.0
POINT INTERNATIONAL AB,CHKP,Technology,Israel,17648041984.0,2725400064.0,0.603,545080012.8000001,327048007.68,4412010496.0,1764804198.4,0.0,0.08,0.12,0.15,0.1,50,2725400064.0
INTEGRA SA,ZIM,Industrials,Israel,3366185216.0,7587100160.0,1.549,1517420032.0,910452019.2,841546304.0,336618521.6,0.0,0.08,0.12,0.15,0.1,50,7587100160.0
UNITED INTERNET AG,UTDI.DE,Communication Services,Germany,5081001799.68,6896177049.6,0.537,1379235409.92,827541245.952,1270250449.92,508100179.96800005,0.0,0.08,0.12,0.15,0.1,50,6896177049.6
KONINKLIJKE PHILIPS ELECTRONICS NV,PHG,Healthcare,Netherlands,29689065472.0,17834000384.0,0.912,3566800076.8,2140080046.08,7422266368.0,2968906547.2000003,0.0,0.08,0.12,0.15,0.1,50,17834000384.0
AVANZA BANK HOLDING AB,1JJA.F,Financial Services,Sweden,5232981196.8,0.0,0.95,0.0,0.0,1308245299.2,523298119.68000007,0.0,0.08,0.12,0.15,0.1,50,0.0
ATOS ORIGIN SA,AEXAF,Technology,France,1182033792.0,9409969930.24,1.701,1726599987.2,1035959992.32,295508448.0,118203379.2,0.0,0.08,0.12,0.15,0.1,50,8632999936.0
ARROW ELECTRONICS INC,ARW,Technology,United States,7872995328.0,30852935680.0,1.04,6170587136.0,3702352281.6,1968248832.0,787299532.8000001,0.0,0.08,0.12,0.15,0.1,50,30852935680.0
DRAKE INTERNATIONAL INC.,DSI.AE,Industrials,United Arab Emirates,787032256.0,168190000.0,-0.045,33638000.0,20182800.0,196758064.0,78703225.60000001,0.0,0.08,0.12,0.15,0.1,50,168190000.0
MAXIMUS INC.,MMS,Industrials,United States,3993501184.0,5373646848.0,0.552,1074729369.6,644837621.76,998375296.0,399350118.4,0.0,0.08,0.12,0.15,0.1,50,5373646848.0
ISOFT GROUP PLC,301236.SZ,Technology,China,6337059061.76,4828787998.72,0.957,965757599.744,579454559.8464,1584264765.44,633705906.176,0.0,0.08,0.12,0.15,0.1,50,4828787998.72
GROUP NBT PLC,NBTX,Healthcare,France,1270188544.0,10159000.0,0.405,2031800.0,1219080.0,317547136.0,127018854.4,0.0,0.08,0.12,0.15,0.1,50,10159000.0
ADVANCED DIGITAL INFORMATION CORPORATION,300541.SZ,Technology,China,985575987.2,416594626.56000006,0.355,83318925.31200002,49991355.1872,246393996.8,98557598.72,0.0,0.08,0.12,0.15,0.1,50,416594626.56000006
HOLOGIC INC.,HOLX,Healthcare,United States,16777970688.0,4126500096.0,0.733,825300019.2,495180011.52,4194492672.0,1677797068.8000002,0.0,0.08,0.12,0.15,0.1,50,4126500096.0
AMDOCS INC.,DOX,Technology,United States,7339766784.0,4578797056.0,0.403,915759411.2,549455646.72,1834941696.0,733976678.4000001,0.0,0.08,0.12,0.15,0.1,50,4578797056.0
SMI CORPORATION LTD,AOS,Industrials,United States,10967773184.0,3830200064.0,1.343,766040012.8000001,459624007.68,2741943296.0,1096777318.4,0.0,0.08,0.12,0.15,0.1,50,3830200064.0
VISIONCHINA MEDIA INC.,VISN,Technology,United States,4196132608.0,5299100160.0,2.429,1059820032.0,635892019.1999999,1049033152.0,419613260.8,0.0,0.08,0.12,0.15,0.1,50,5299100160.0
PFEIFFER VACUUM TECHNOLOGY AG,PFV.F,Industrials,Germany,1758734208.0,920907325.44,0.747,184181465.08800003,110508879.0528,439683552.0,175873420.8,0.0,0.08,0.12,0.15,0.1,50,920907325.44
CIENA CORPORATION,CIEN,Technology,United States,42774302720.0,4769506816.0,1.147,953901363.2,572340817.92,10693575680.0,4277430272.0,0.0,0.08,0.12,0.15,0.1,50,4769506816.0
ASIAINFO HOLDINGS INC.,688225.SS,Technology,China,1221950464.0,1032820275.2,0.283,206564055.04,123938433.024,305487616.0,122195046.4,0.0,0.08,0.12,0.15,0.1,50,1032820275.2
VIVENDI SA,VVUD.F,Communication Services,France,2149265802.24,332640000.0,1.187,66528000.0,39916800.0,537316450.5600001,214926580.22400004,0.0,0.08,0.12,0.15,0.1,50,332640000.0
TELEPERFORMANCE SA,TEP.PA,Industrials,France,3179246561.28,12148704000.0,0.593,2229120000.0,1337472000.0,794811640.32,317924656.128,0.0,0.08,0.12,0.15,0.1,50,11145600000.0
GAMESTOP CORPORATION,GME,Consumer Cyclical,United States,10490141696.0,3808199936.0,2.115,761639987.2,456983992.32,2622535424.0,1049014169.6,0.0,0.08,0.12,0.15,0.1,50,3808199936.0
ADVANCED INFORMATION SYSTEMS SA,AIT-R.BK,Technology,Thailand,7835719680.0,7008551936.0,0.474,1401710387.2,841026232.3199999,1958929920.0,783571968.0,0.0,0.08,0.12,0.15,0.1,50,7008551936.0
CACI INTERNATIONAL INC.,CACI,Technology,United States,12542290944.0,8978845696.0,0.597,1795769139.2,1077461483.52,3135572736.0,1254229094.4,0.0,0.08,0.12,0.15,0.1,50,8978845696.0
COR AG,COR,Healthcare,United States,69944483840.0,325777784832.0,0.685,65155556966.4,39093334179.84,17486120960.0,6994448384.0,0.0,0.08,0.12,0.15,0.1,50,325777784832.0
ARRAY INC.,ARRY,Technology,United States,1695500160.0,1333329024.0,1.695,266665804.8,159999482.88,423875040.0,169550016.0,0.0,0.08,0.12,0.15,0.1,50,1333329024.0
TEKLA OYJ,THW,Financial Services,United States,511120672.0,0.0,,0.0,0.0,127780168.0,51112067.2,0.0,0.08,0.12,0.15,0.1,50,0.0
HAEMONETICS CORPORATION,HAE,Healthcare,United States,2737429504.0,1318274944.0,0.267,263654988.8,158192993.28,684357376.0,273742950.40000004,0.0,0.08,0.12,0.15,0.1,50,1318274944.0
HERTZ GLOBAL HOLDINGS INC.,HTZ,Industrials,United States,1534719616.0,8515999744.0,2.132,1703199948.8000002,1021919969.28,383679904.0,153471961.6,0.0,0.08,0.12,0.15,0.1,50,8515999744.0
GOLDMAN SACHS GROUP INC.,GS,Financial Services,United States,276251148288.0,59396001792.0,1.311,11879200358.400002,7127520215.04,69062787072.0,27625114828.800003,0.0,0.08,0.12,0.15,0.1,50,59396001792.0
POLARIS INTERNATIONAL HOLDINGS INC.,PII,Consumer Cyclical,United States,3664859904.0,7236299776.0,1.19,1447259955.2,868355973.12,916214976.0,366485990.4,0.0,0.08,0.12,0.15,0.1,50,7236299776.0
FEDERAL SIGNAL CORPORATION,FSS,Industrials,United States,7226795520.0,2055399936.0,1.335,411079987.2000001,246647992.32,1806698880.0,722679552.0,0.0,0.08,0.12,0.15,0.1,50,2055399936.0
ALLEGRO CORPORATION,6V5.F,Technology,United States,7003994849.280001,906911631.36,1.64,181382326.272,108829395.7632,1750998712.3200002,700399484.9280001,0.0,0.08,0.12,0.15,0.1,50,906911631.36
TEC-SEM GROUP AG,300046.SZ,Technology,China,1173905223.68,51679752.32000001,0.188,10335950.464000002,6201570.278400001,293476305.92,117390522.36800002,0.0,0.08,0.12,0.15,0.1,50,51679752.32000001
TEXAS INSTRUMENTS INC.,TXN,Technology,United States,205257932800.0,17681999872.0,0.995,3536399974.4,2121839984.64,51314483200.0,20525793280.0,0.0,0.08,0.12,0.15,0.1,50,17681999872.0
ROO GROUP INC.,ROOT,Financial Services,United States,952248640.0,1446800000.0,2.816,289360000.0,173616000.0,238062160.0,95224864.0,0.0,0.08,0.12,0.15,0.1,50,1446800000.0
KBR INC.,KBR,Industrials,United States,5278641664.0,8040999936.0,0.505,1608199987.2,964919992.32,1319660416.0,527864166.4,0.0,0.08,0.12,0.15,0.1,50,8040999936.0
LBI INTERNATIONAL AB,LBIRD.PA,Healthcare,France,537502245.12,236624751.36,0.912,47324950.27200001,28394970.1632,134375561.28,53750224.512,0.0,0.08,0.12,0.15,0.1,50,236624751.36
DOMINION SA,D,Utilities,United States,56341200896.0,15813000192.0,0.706,3162600038.4,1897560023.04,14085300224.0,5634120089.6,0.0,0.08,0.12,0.15,0.1,50,15813000192.0
FTI CONSULTING INC.,FCN,Industrials,United States,5188956672.0,3693035008.0,0.076,738607001.6,443164200.96,1297239168.0,518895667.2000001,0.0,0.08,0.12,0.15,0.1,50,3693035008.0
KONINKLIJKE KPN NV,KPN.AS,Communication Services,Netherlands,19205331517.44,6295320207.360001,0.262,1259064041.472,755438424.8832,4801332879.360001,1920533151.7440004,0.0,0.08,0.12,0.15,0.1,50,6295320207.360001
NORMAN ASA,HNN.F,Consumer Cyclical,Australia,5098440499.200001,3152683192.32,0.768,630536638.4640001,378321983.0784,1274610124.8000002,509844049.9200001,0.0,0.08,0.12,0.15,0.1,50,3152683192.32
PDF SOLUTIONS INC.,PD9.F,Technology,United States,1204931496.96,236545920.00000003,1.563,47309184.00000001,28385510.4,301232874.24,120493149.696,0.0,0.08,0.12,0.15,0.1,50,236545920.00000003
GSH GROUP PLC,GSHD,Financial Services,United States,1881283584.0,353231008.0,1.543,70646201.60000001,42387720.96,470320896.0,188128358.4,0.0,0.08,0.12,0.15,0.1,50,353231008.0
ARC INTERNATIONAL PLC,ACHR,Industrials,United States,4944225280.0,0.0,3.105,0.0,0.0,1236056320.0,494422528.0,0.0,0.08,0.12,0.15,0.1,50,0.0
GLOBAL MED TECHNOLOGIES INC.,3UN0.F,Real Estate,United States,883133245.44,156415311.36,1.203,31283062.272000004,18769837.3632,220783311.36,88313324.54400001,0.0,0.08,0.12,0.15,0.1,50,156415311.36
KRATOS DEFENSE & SECURITY SOLUTIONS INC.,KTOS,Industrials,United States,15607260160.0,1284800000.0,1.094,256960000.0,154176000.0,3901815040.0,1560726016.0,0.0,0.08,0.12,0.15,0.1,50,1284800000.0
ROLLS-ROYCE PLC,RYCEY,Industrials,United Kingdom,146744852480.0,19537999872.0,1.152,3907599974.4,2344559984.64,36686213120.0,14674485248.0,0.0,0.08,0.12,0.15,0.1,50,19537999872.0
GFI GROUP INC.,GFI,Basic Materials,South Africa,45664866304.0,6555200000.0,0.681,1311040000.0,786624000.0,11416216576.0,4566486630.400001,0.0,0.08,0.12,0.15,0.1,50,6555200000.0
KGHM POLSKA MIEDZ SA,KGH.WA,Basic Materials,Poland,57059995648.0,35043999744.0,1.27,7008799948.8,4205279969.28,14264998912.0,5705999564.8,0.0,0.08,0.12,0.15,0.1,50,35043999744.0
SONAECOM SGPS SA,XOA1.SG,Communication Services,Portugal,1037741621.76,21555123.84,0.069,4311024.768,2586614.8608,259435405.44000003,103774162.176,0.0,0.08,0.12,0.15,0.1,50,21555123.84
NEXT GLOBAL TECHNOLOGY SDN BHD,7241.KL,Industrials,Malaysia,869257536.0,79844416.0,-0.296,15968883.2,9581329.92,217314384.0,86925753.60000001,0.0,0.08,0.12,0.15,0.1,50,79844416.0
VTEC INC.,0303.HK,Technology,Hong Kong,2047000838.144,266060791.808,0.437,53212158.3616,31927295.01696,511750209.536,204700083.8144,0.0,0.08,0.12,0.15,0.1,50,266060791.808
SAIC INC.,SAIC,Technology,United States,3949147648.0,7350000128.0,0.292,1470000025.6,882000015.36,987286912.0,394914764.8,0.0,0.08,0.12,0.15,0.1,50,7350000128.0
NTL INC.,NTLA,Healthcare,United States,1402121216.0,57528000.0,2.114,11505600.0,6903360.0,350530304.0,140212121.6,0.0,0.08,0.12,0.15,0.1,50,57528000.0
NEOGEN SA,NEO,Healthcare,United States,1361159680.0,709161984.0,1.582,141832396.8,85099438.08,340289920.0,136115968.0,0.0,0.08,0.12,0.15,0.1,50,709161984.0
CHINA MOBILE COMMUNICATIONS CORPORATION,0941.HK,Communication Services,China,219682107817.984,133627773976.576,0.227,26725554795.3152,16035332877.18912,54920526954.496,21968210781.7984,0.0,0.08,0.12,0.15,0.1,50,133627773976.576
THQ INC.,THQ,Financial Services,United States,792132736.0,0.0,,0.0,0.0,198033184.0,79213273.60000001,0.0,0.08,0.12,0.15,0.1,50,0.0
ALTI SA,ALTI,Financial Services,United States,630145408.0,226716992.0,0.75,45343398.400000006,27206039.04,157536352.0,63014540.8,0.0,0.08,0.12,0.15,0.1,50,226716992.0
STREAM GROUP PLC,UFY.F,Industrials,Australia,914995215.36,2514810101.76,0.689,502962020.35200006,301777212.2112,228748803.84,91499521.536,0.0,0.08,0.12,0.15,0.1,50,2514810101.76
PARKER HANNIFIN CORPORATION,PH,Industrials,United States,127479005184.0,20461000704.0,1.242,4092200140.8,2455320084.48,31869751296.0,12747900518.400002,0.0,0.08,0.12,0.15,0.1,50,20461000704.0
EXACT HOLDING NV,EXAS,Healthcare,United States,19631747072.0,3246990080.0,1.422,649398016.0,389638809.6,4907936768.0,1963174707.2,0.0,0.08,0.12,0.15,0.1,50,3246990080.0
PCT INTERNATIONAL INC.,PCT,Industrials,United States,1536190720.0,5660000.0,2.015,1132000.0,679200.0,384047680.0,153619072.0,0.0,0.08,0.12,0.15,0.1,50,5660000.0
POPULAR INC.,BPOP,Financial Services,United States,9625182208.0,2939058944.0,0.63,587811788.8000001,352687073.28,2406295552.0,962518220.8,0.0,0.08,0.12,0.15,0.1,50,2939058944.0
VESTA CORPORATION,VWS.CO,Industrials,Denmark,22597116559.36,2729190092.8,1.383,545838018.56,327502811.136,5649279139.839999,2259711655.936,0.0,0.08,0.12,0.15,0.1,50,2729190092.8
VEGA GROUP PLC,LVS,Consumer Cyclical,United States,38783074304.0,13016999936.0,0.885,2603399987.2000003,1562039992.32,9695768576.0,3878307430.4,0.0,0.08,0.12,0.15,0.1,50,13016999936.0
INTRALOT SA,9IL.F,Consumer Cyclical,Greece,1976882457.6,398623680.0,0.129,79724736.0,47834841.6,494220614.4,197688245.76,0.0,0.08,0.12,0.15,0.1,50,398623680.0
BALFOUR BEATTY PLC,BAFBF,Industrials,United Kingdom,4673863680.0,8871000064.0,0.636,1774200012.8000002,1064520007.68,1168465920.0,467386368.0,0.0,0.08,0.12,0.15,0.1,50,8871000064.0
AMANO CORPORATION,AMANF,Technology,Japan,1790190464.0,1165216825.344,0.259,233043365.0688,139826019.04128,447547616.0,179019046.4,0.0,0.08,0.12,0.15,0.1,50,176548003840.0
GREAT WALL ACQUISITION CORPORATION,GRVB.F,Consumer Cyclical,China,19292953559.04,33685846858.137608,0.797,48122638368.768005,28873583021.260803,4823238389.76,1929295355.9040003,0.0,0.08,0.12,0.15,0.1,50,240613191843.84003
ADVERTISING.COM INC.,LAMR,Real Estate,United States,13326894080.0,2253061888.0,1.25,450612377.6,270367426.56,3331723520.0,1332689408.0,0.0,0.08,0.12,0.15,0.1,50,2253061888.0
ASTRAZENECA PLC,AZN,Healthcare,United Kingdom,325133205504.0,58738999296.0,0.192,11747799859.2,7048679915.52,81283301376.0,32513320550.4,0.0,0.08,0.12,0.15,0.1,50,58738999296.0
CBS CORPORATION,CBSH,Financial Services,United States,7855609344.0,1711661056.0,0.596,342332211.20000005,205399326.72,1963902336.0,785560934.4000001,0.0,0.08,0.12,0.15,0.1,50,1711661056.0
DSP GROUP INC.,DSP,Technology,United States,585588544.0,324131008.0,1.03,64826201.6,38895720.96,146397136.0,58558854.400000006,0.0,0.08,0.12,0.15,0.1,50,324131008.0
ALLIANZ SE,ALV.DE,Financial Services,Germany,155065661521.92,113420518686.72,0.661,22684103737.344,13610462242.4064,38766415380.48,15506566152.192,0.0,0.08,0.12,0.15,0.1,50,113420518686.72
EVE SA,EVRG,Utilities,United States,18790078464.0,5878799872.0,0.644,1175759974.4,705455984.64,4697519616.0,1879007846.4,0.0,0.08,0.12,0.15,0.1,50,5878799872.0
AMX CORPORATION,AMX,Communication Services,Mexico,72706359296.0,54731003265.024,0.273,188727597465.6,113236558479.36,18176589824.0,7270635929.6,0.0,0.08,0.12,0.15,0.1,50,943637987328.0
SUN NEW MEDIA INC.,300487.SZ,Basic Materials,China,4909679165.440001,363398282.24,0.602,72679656.448,43607793.8688,1227419791.36,490967916.5440001,0.0,0.08,0.12,0.15,0.1,50,363398282.24
FIVE9 INC.,FIVN,Technology,United States,1261624832.0,1127465984.0,1.307,225493196.8,135295918.07999998,315406208.0,126162483.2,0.0,0.08,0.12,0.15,0.1,50,1127465984.0
NDS GROUP PLC,NDSN,Industrials,United States,16544136192.0,2791686912.0,1.002,558337382.4,335002429.44,4136034048.0,1654413619.2,0.0,0.08,0.12,0.15,0.1,50,2791686912.0
CDC CORPORATION,CCC.VN,Industrials,Vietnam,437750005760.0,0.0,,0.0,0.0,109437501440.0,43775000576.0,0.0,0.08,0.12,0.15,0.1,50,0.0
ZUKEN INC.,6947.T,Technology,Japan,636142487.1424,283166758.912,0.244,56633351.782400005,33980011.06944,159035621.7856,63614248.71424001,0.0,0.08,0.12,0.15,0.1,50,283166758.912
RAND WORLDWIDE SA,RWWI,Technology,United States,537741952.0,86699000.0,0.099,17339800.0,10403880.0,134435488.0,53774195.2,0.0,0.08,0.12,0.15,0.1,50,86699000.0
MARRIOTT INTERNATIONAL INC.,MAR,Consumer Cyclical,United States,95011536896.0,26321000448.0,1.101,5264200089.6,3158520053.76,23752884224.0,9501153689.6,0.0,0.08,0.12,0.15,0.1,50,26321000448.0
UBS AG,UBS,Financial Services,Switzerland,132990672896.0,49050001408.0,0.887,9810000281.6,5886000168.96,33247668224.0,13299067289.6,0.0,0.08,0.12,0.15,0.1,50,49050001408.0
COGENT COMMUNICATIONS GROUP INC.,CCOI,Communication Services,United States,1313178368.0,907233024.0,0.779,181446604.8,108867962.88,328294592.0,131317836.8,0.0,0.08,0.12,0.15,0.1,50,907233024.0
VCOM INC.,VCOM.BK,Technology,Thailand,957856128.0,2032107904.0,0.369,406421580.8,243852948.48,239464032.0,95785612.8,0.0,0.08,0.12,0.15,0.1,50,2032107904.0
